Iteration	Posterior	Likelihood	Prior	eta	extinction_eic	extinction_key	extinction_nig	extinction_per	HR[1]	HR[2]	is_all_transition_different	is_focal_death_equal	is_red_male_different	is_there_different_birth_regimes	is_there_different_death_regimes	is_transition_equal	lambda_global	lambda_hidden[1]	lambda_hidden[2]	lambda_hidden_sigma	lambda_hidden_unormalized[1]	lambda_hidden_unormalized[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obs[7]	lambda_obs[8]	lambda_obs[9]	lambda_state_dependent[1]	lambda_state_dependent[2]	lambda_state_dependent[3]	lambda_state_dependent[4]	lambda_state_dependent[5]	lambda_state_dependent[6]	lambda_state_dependent[7]	lambda_state_dependent[8]	lambda_state_dependent[9]	lambda_state_dependent[10]	lambda_state_dependent[11]	lambda_state_dependent[12]	lambda_state_dependent[13]	lambda_state_dependent[14]	lambda_state_dependent[15]	lambda_state_dependent[16]	lambda_state_dependent[17]	lambda_state_dependent[18]	mu_global	mu_hidden[1]	mu_hidden[2]	mu_hidden_sigma	mu_hidden_unormalized[1]	mu_hidden_unormalized[2]	mu_m1_weigths[1]	mu_m1_weigths[2]	mu_m1_weigths[3]	mu_m1_weigths[4]	mu_m1_weigths[5]	mu_m1_weigths[6]	mu_obs[1]	mu_obs[2]	mu_obs[3]	mu_obs[4]	mu_obs[5]	mu_obs[6]	mu_obs[7]	mu_obs[8]	mu_obs[9]	mu_obs_prportional[1]	mu_obs_prportional[2]	mu_obs_prportional[3]	mu_obs_prportional[4]	mu_obs_prportional[5]	mu_obs_prportional[6]	mu_obs_prportional[7]	mu_obs_prportional[8]	mu_obs_prportional[9]	mu_prop_model_indicator	mu_proportional_m1[1]	mu_proportional_m1[2]	mu_proportional_m1[3]	mu_proportional_m1[4]	mu_proportional_m1[5]	mu_proportional_m1[6]	mu_proportional_m1[7]	mu_proportional_m1[8]	mu_proportional_m1[9]	mu_proportional_m2[1]	mu_proportional_m2[2]	mu_proportional_m2[3]	mu_proportional_m2[4]	mu_proportional_m2[5]	mu_proportional_m2[6]	mu_proportional_m2[7]	mu_proportional_m2[8]	mu_proportional_m2[9]	mu_state_dependent[1]	mu_state_dependent[2]	mu_state_dependent[3]	mu_state_dependent[4]	mu_state_dependent[5]	mu_state_dependent[6]	mu_state_dependent[7]	mu_state_dependent[8]	mu_state_dependent[9]	mu_state_dependent[10]	mu_state_dependent[11]	mu_state_dependent[12]	mu_state_dependent[13]	mu_state_dependent[14]	mu_state_dependent[15]	mu_state_dependent[16]	mu_state_dependent[17]	mu_state_dependent[18]	r[1][2]	r[1][3]	r[1][4]	r[1][7]	r[2][1]	r[2][3]	r[2][5]	r[2][8]	r[3][1]	r[3][2]	r[3][6]	r[3][9]	r[4][1]	r[4][5]	r[4][6]	r[4][7]	r[5][2]	r[5][4]	r[5][6]	r[5][8]	r[6][3]	r[6][4]	r[6][5]	r[6][9]	r[7][1]	r[7][4]	r[7][8]	r[7][9]	r[8][2]	r[8][5]	r[8][7]	r[8][9]	r[9][3]	r[9][6]	r[9][7]	r[9][8]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	root_state_freq[10]	root_state_freq[11]	root_state_freq[12]	root_state_freq[13]	root_state_freq[14]	root_state_freq[15]	root_state_freq[16]	root_state_freq[17]	root_state_freq[18]	sampling_fraction	substitution_of_black_female	substitution_of_black_male	substitution_of_brown_female	substitution_of_brown_male	substitution_of_red_female	substitution_of_red_male	thau_f[1]	thau_f[2]	thau_f[3]	thau_m[1]	thau_m[2]	thau_m[3]	zeta	zeta_model_indicator	zeta_prop_female_m2[1]	zeta_prop_female_m2[2]	zeta_prop_female_m2[3]	zeta_prop_female_m3[1]	zeta_prop_female_m3[2]	zeta_prop_female_m3[3]	zeta_prop_male_m2[1]	zeta_prop_male_m2[2]	zeta_prop_male_m2[3]	zeta_prop_male_m3[1]	zeta_prop_male_m3[2]	zeta_prop_male_m3[3]	zeta_proportional_m2[1]	zeta_proportional_m2[2]	zeta_proportional_m2[3]	zeta_proportional_m2[4]	zeta_proportional_m2[5]	zeta_proportional_m2[6]	zeta_proportional_m3[1]	zeta_proportional_m3[2]
216000	-83.0352	-122.3465	39.31131	0.7675572	0.2535091	0.2535091	0.2535091	0.2535091	0.767557	0.767557	1	1	0	1	1	0	25.74135	0.143327	0.856673	1.325393	0.409031	2.4448	2.86015	2.86015	2.86015	2.86015	2.86015	2.86015	2.86015	2.86015	2.86015	0.409937	0.409937	0.409937	0.409937	0.409937	0.409937	0.409937	0.409937	0.409937	2.45021	2.45021	2.45021	2.45021	2.45021	2.45021	2.45021	2.45021	2.45021	6.678696	0.40386	0.59614	0.2886668	0.823079	1.21495	0.0602122	0.116782	0.00810472	0.42051	0.242559	0.151831	0.253509	0.402139	0.779953	0.0541289	0.253509	0.253509	2.80846	1.61998	0.253509	0.0379579	0.0602122	0.116782	0.00810472	0.0379579	0.0379579	0.42051	0.242559	0.0379579	1	0.0379579	0.0602122	0.116782	0.00810472	0.0379579	0.0379579	0.42051	0.242559	0.0379579	0.199671	0.0371345	0.186347	0.0363639	0.0882829	0.269945	0.055747	0.0185064	0.108003	0.102382	0.162408	0.314992	0.0218605	0.102382	0.102382	1.13423	0.654246	0.102382	0.151127	0.239731	0.464961	0.0322684	0.151127	0.151127	1.67423	0.965735	0.151127	0.001669782	0.001669782	0.006261478	0.006261478	0.1115387	0.1115387	0.006261478	0.006261478	0.1114129	0.1114129	0.006261478	0.006261478	0.1242415	0.001669782	0.001669782	0.1242415	0.1242415	0.1115387	0.1115387	0.1242415	0.1242415	0.1114129	0.1114129	0.1242415	0.07568657	0.07568657	0.001669782	0.001669782	0.07568657	0.07568657	0.1115387	0.1115387	0.07568657	0.07568657	0.1114129	0.1114129	0.0295147	0.0213237	0.0101843	0.122478	0.00679371	0.148305	0.046943	0.0749653	0.031144	0.0467217	0.0855038	0.0114279	0.0496949	0.0741245	0.104015	0.116538	0.0107883	0.00953355	0.4222992	0.1242415	0.1115387	0.006261478	0.001669782	0.07568657	0.1114129	0.00626148	0.124241	0.0756866	0.00166978	0.111539	0.111413	0.4308109	2	0.0145342	0.28839	0.175684	0.119636	0.119636	0.119636	0.00387591	0.258904	0.258612	0.119636	0.119636	0.401818	0.00387591	0.258904	0.258612	0.0145342	0.28839	0.175684	0.598182	0.401818
217000	-83.27815	-122.2088	38.93065	0.7376699	0.08818315	0.08818315	0.08818315	0.08818315	0.73767	0.73767	1	1	0	1	1	0	34.45367	0.192036	0.807964	1.065129	0.487523	2.05119	3.82819	3.82819	3.82819	3.82819	3.82819	3.82819	3.82819	3.82819	3.82819	0.735148	0.735148	0.735148	0.735148	0.735148	0.735148	0.735148	0.735148	0.735148	3.09304	3.09304	3.09304	3.09304	3.09304	3.09304	3.09304	3.09304	3.09304	3.357327	0.450673	0.549327	0.1467431	0.905764	1.10404	0.0946928	0.0571922	0.203772	0.0182555	0.521024	0.105064	0.0881832	0.317915	0.192013	0.684129	0.0881832	0.0881832	0.0612899	1.74925	0.0881832	0.0262659	0.0946928	0.0571922	0.203772	0.0262659	0.0262659	0.0182555	0.521024	0.0262659	1	0.0262659	0.0946928	0.0571922	0.203772	0.0262659	0.0262659	0.0182555	0.521024	0.0262659	0.189184	0.00894357	0.273362	0.056139	0.0291198	0.166337	0.0817736	0.087831	0.10731	0.0397417	0.143275	0.0865349	0.308318	0.0397417	0.0397417	0.0276217	0.788338	0.0397417	0.0484414	0.174639	0.105478	0.375811	0.0484414	0.0484414	0.0336682	0.96091	0.0484414	0.01704999	0.01704999	0.2053686	0.2053686	0.07960597	0.07960597	0.2053686	0.2053686	0.1542548	0.1542548	0.2053686	0.2053686	0.01071197	0.01704999	0.01704999	0.01071197	0.01071197	0.07960597	0.07960597	0.01071197	0.01071197	0.1542548	0.1542548	0.01071197	0.01943355	0.01943355	0.01704999	0.01704999	0.01943355	0.01943355	0.07960597	0.07960597	0.01943355	0.01943355	0.1542548	0.1542548	0.205319	0.129313	0.0198291	0.0226824	0.0660288	0.0197756	0.0289473	0.0172389	0.0321341	0.0463698	0.00482324	0.0525892	0.111704	0.0192981	0.0227307	0.0272807	0.150974	0.0229624	0.5580523	0.01071197	0.07960597	0.2053686	0.01704999	0.01943355	0.1542548	0.205369	0.010712	0.0194335	0.01705	0.079606	0.154255	0.4864249	2	0.4222	0.0220218	0.0399518	0.127628	0.127628	0.127628	0.0350516	0.163655	0.317119	0.127628	0.127628	0.361862	0.0350516	0.163655	0.317119	0.4222	0.0220218	0.0399518	0.638138	0.361862
218000	-81.18803	-124.6687	43.48071	0.1363451	0.2262616	0.2262616	0.2262616	0.2262616	0.136345	0.136345	1	1	0	0	0	0	26.41949	0.5	0.5	0	1	1	2.9355	2.9355	2.9355	2.9355	2.9355	2.9355	2.9355	2.9355	2.9355	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	1.46775	4.484254	0.5	0.5	0	1	1	0.42621	0.0269863	0.196756	0.10078	0.0474407	0.201828	0.226262	1.91123	0.121013	0.882303	0.226262	0.226262	0.451922	0.212736	0.226262	0.0504569	0.42621	0.0269863	0.196756	0.0504569	0.0504569	0.10078	0.0474407	0.0504569	1	0.0504569	0.42621	0.0269863	0.196756	0.0504569	0.0504569	0.10078	0.0474407	0.0504569	0.10349	0.00226113	0.125994	0.31991	0.137601	0.102047	0.0275781	0.117972	0.0631473	0.113131	0.955616	0.0605066	0.441152	0.113131	0.113131	0.225961	0.106368	0.113131	0.113131	0.955616	0.0605066	0.441152	0.113131	0.113131	0.225961	0.106368	0.113131	0.02320095	0.02320095	0.05983361	0.05983361	0.02625854	0.02625854	0.05983361	0.05983361	0.1358652	0.1358652	0.05983361	0.05983361	0.005439634	0.02320095	0.02320095	0.005439634	0.005439634	0.02625854	0.02625854	0.005439634	0.005439634	0.1358652	0.1358652	0.005439634	0.009927693	0.009927693	0.02320095	0.02320095	0.009927693	0.009927693	0.02625854	0.02625854	0.009927693	0.009927693	0.1358652	0.1358652	0.00995656	0.132292	0.0596117	0.0548624	0.0958426	0.112899	0.00563332	0.0360673	0.00481177	0.0480511	0.109929	0.00701754	0.0326057	0.053114	0.0404564	0.0549355	0.113211	0.0287015	0.637615	0.005439634	0.02625854	0.05983361	0.02320095	0.009927693	0.1358652	0.0598336	0.00543963	0.00992769	0.0232009	0.0262585	0.135865	0.2605257	2	0.229665	0.0208795	0.0381064	0.0509153	0.0509153	0.0509153	0.0890544	0.100791	0.521504	0.0509153	0.0509153	0.745424	0.0890544	0.100791	0.521504	0.229665	0.0208795	0.0381064	0.254576	0.745424
219000	-82.05974	-124.2953	42.23559	0.6979538	0.07420922	0.07420922	0.07420922	0.07420922	0.697954	0.697954	0	1	1	1	0	0	27.93956	0.15197	0.84803	1.274467	0.423325	2.36225	3.1044	3.1044	3.1044	3.1044	3.1044	3.1044	3.1044	3.1044	3.1044	0.471776	0.471776	0.471776	0.471776	0.471776	0.471776	0.471776	0.471776	0.471776	2.63262	2.63262	2.63262	2.63262	2.63262	2.63262	2.63262	2.63262	2.63262	4.396787	0.5	0.5	0	1	1	0.448685	0.0189192	0.196917	0.222114	0.0458526	0.0675122	0.0742092	1.97277	0.0831838	0.865802	0.0742092	0.0742092	0.976586	0.201604	0.0742092	0.0168781	0.448685	0.0189192	0.196917	0.0168781	0.0168781	0.222114	0.0458526	0.0168781	1	0.0168781	0.448685	0.0189192	0.196917	0.0168781	0.0168781	0.222114	0.0458526	0.0168781	0.0209401	0.0583734	0.0227619	0.0239474	0.11803	0.206383	0.180533	0.310785	0.0582473	0.0371046	0.986387	0.0415919	0.432901	0.0371046	0.0371046	0.488293	0.100802	0.0371046	0.0371046	0.986387	0.0415919	0.432901	0.0371046	0.0371046	0.488293	0.100802	0.0371046	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.1296378	0.1296378	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.1296378	0.1296378	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.1296378	0.1296378	0.00739001	0.0653344	0.036628	0.0320727	0.248814	0.0415516	0.0347302	0.00484583	0.00357142	0.0615239	0.055791	0.0052086	0.082157	0.0886143	0.0357472	0.0367213	0.0180061	0.141292	0.5521647	0.004230181	0.004230181	0.004230181	0.004230181	0.004230181	0.1296378	0.00423018	0.00423018	0.00423018	0.00423018	0.00423018	0.129638	0.1507887	3	0.0126751	0.144932	0.00901848	0.0280537	0.0280537	0.0280537	0.50597	0.26703	0.0603733	0.0280537	0.0280537	0.859731	0.50597	0.26703	0.0603733	0.0126751	0.144932	0.00901848	0.140269	0.859731
220000	-82.9393	-123.0449	40.10561	0.67455	0.4367295	0.4367295	0.4367295	0.4367295	0.67455	0.67455	0	1	0	1	0	1	30.37357	0.306	0.694	0.6070435	0.664019	1.50598	3.37484	3.37484	3.37484	3.37484	3.37484	3.37484	3.37484	3.37484	3.37484	1.0327	1.0327	1.0327	1.0327	1.0327	1.0327	1.0327	1.0327	1.0327	2.34214	2.34214	2.34214	2.34214	2.34214	2.34214	2.34214	2.34214	2.34214	11.39272	0.5	0.5	0	1	1	0.328398	0.0676454	0.313855	0.0894048	0.0473605	0.153336	0.436729	3.74135	0.770666	3.57566	0.436729	0.436729	1.01856	0.539565	0.436729	0.0383341	0.328398	0.0676454	0.313855	0.0383341	0.0383341	0.0894048	0.0473605	0.0383341	1	0.0383341	0.328398	0.0676454	0.313855	0.0383341	0.0383341	0.0894048	0.0473605	0.0383341	0.0638634	0.0465389	0.247026	0.078712	0.156257	0.0824707	0.0107277	0.257449	0.0569562	0.218365	1.87067	0.385333	1.78783	0.218365	0.218365	0.509282	0.269782	0.218365	0.218365	1.87067	0.385333	1.78783	0.218365	0.218365	0.509282	0.269782	0.218365	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.108923	0.0188971	0.0400938	0.0155951	0.0153714	0.0800236	0.0464247	0.00412005	0.00856429	0.0168511	0.0397606	0.00287185	0.0613604	0.0601149	0.0480292	0.143731	0.0803149	0.208953	0.5105768	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.06424174	0.0642417	0.0642417	0.0642417	0.0642417	0.0642417	0.0642417	0.3854504	1	0.0293173	0.0550216	0.801049	0.0586258	0.0586258	0.0586258	0.0956141	0.00850841	0.0104894	0.0586258	0.0586258	0.706871	0.0956141	0.00850841	0.0104894	0.0293173	0.0550216	0.801049	0.293129	0.706871
221000	-83.53822	-124.3374	40.79916	0.06440736	0.007044833	0.007044833	0.007044833	0.007044833	0.0644074	0.0644074	0	1	0	1	1	1	32.36802	0.394567	0.605433	0.3173932	0.807285	1.23872	3.59645	3.59645	3.59645	3.59645	3.59645	3.59645	3.59645	3.59645	3.59645	1.41904	1.41904	1.41904	1.41904	1.41904	1.41904	1.41904	1.41904	1.41904	2.17741	2.17741	2.17741	2.17741	2.17741	2.17741	2.17741	2.17741	2.17741	0.5590272	0.486696	0.513304	0.03945848	0.973737	1.02697	0.0409854	0.402571	0.266152	0.0953446	0.14454	0.0504078	0.00704483	0.022912	0.225048	0.148786	0.00704483	0.00704483	0.0533002	0.0808015	0.00704483	0.012602	0.0409854	0.402571	0.266152	0.012602	0.012602	0.0953446	0.14454	0.012602	1	0.012602	0.0409854	0.402571	0.266152	0.012602	0.012602	0.0953446	0.14454	0.012602	0.257112	0.106697	0.0300914	0.0318727	0.142977	0.0759973	0.284707	0.00218728	0.0683579	0.00342869	0.0111512	0.10953	0.0724136	0.00342869	0.00342869	0.025941	0.0393258	0.00342869	0.00361614	0.0117608	0.115518	0.0763725	0.00361614	0.00361614	0.0273592	0.0414758	0.00361614	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.0522844	0.170408	0.0660712	0.0256884	0.0790217	0.110482	0.0901839	0.00197364	0.0211532	0.0103422	0.0176481	0.00303602	0.118455	0.0214657	0.119186	0.0617153	0.0305826	0.000301925	0.5462036	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.09354977	0.0935498	0.0935498	0.0935498	0.0935498	0.0935498	0.0935498	0.5612986	1	0.0437587	0.0617911	0.260313	0.00628796	0.00628796	0.00628796	0.364825	0.199755	0.0695572	0.00628796	0.00628796	0.96856	0.364825	0.199755	0.0695572	0.0437587	0.0617911	0.260313	0.0314398	0.96856
222000	-85.89931	-124.2211	38.32178	1.159673	0.1909641	0.1909641	0.1909641	0.1909641	1.15967	1.15967	0	1	0	1	1	1	38.24486	0.235515	0.764485	0.872828	0.555041	1.80167	4.24943	4.24943	4.24943	4.24943	4.24943	4.24943	4.24943	4.24943	4.24943	1.0008	1.0008	1.0008	1.0008	1.0008	1.0008	1.0008	1.0008	1.0008	3.24862	3.24862	3.24862	3.24862	3.24862	3.24862	3.24862	3.24862	3.24862	4.320112	0.393501	0.606499	0.3207025	0.805485	1.24149	0.319373	0.0019205	0.0730616	0.042486	0.386345	0.176814	0.190964	1.37973	0.00829678	0.315634	0.190964	0.190964	0.183544	1.66905	0.190964	0.0442035	0.319373	0.0019205	0.0730616	0.0442035	0.0442035	0.042486	0.386345	0.0442035	1	0.0442035	0.319373	0.0019205	0.0730616	0.0442035	0.0442035	0.042486	0.386345	0.0442035	0.123791	0.00538017	0.0912269	0.272395	0.12868	0.0278025	0.0562939	0.0224207	0.27201	0.0751445	0.542924	0.00326479	0.124202	0.0751445	0.0751445	0.0722248	0.656773	0.0751445	0.11582	0.836804	0.00503199	0.191432	0.11582	0.11582	0.11132	1.01228	0.11582	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.158591	0.0392502	0.0804183	0.061437	0.105517	0.00728617	0.0448776	0.0482633	0.00729842	0.0991361	0.027343	0.00267683	0.0235301	0.00917109	0.170417	0.0646568	0.0498631	0.000266204	0.6438573	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.07678242	0.0767824	0.0767824	0.0767824	0.0767824	0.0767824	0.0767824	0.4606945	1	0.100112	0.402969	0.0172754	0.11913	0.11913	0.11913	0.00875194	0.260664	0.210228	0.11913	0.11913	0.404348	0.00875194	0.260664	0.210228	0.100112	0.402969	0.0172754	0.595652	0.404348
223000	-84.02657	-120.9513	36.92472	1.808512	0.08326208	0.08326208	0.08326208	0.08326208	1.80851	1.80851	0	1	1	1	0	0	24.57353	0.0719972	0.928003	1.895068	0.278537	3.59019	2.73039	2.73039	2.73039	2.73039	2.73039	2.73039	2.73039	2.73039	2.73039	0.196581	0.196581	0.196581	0.196581	0.196581	0.196581	0.196581	0.196581	0.196581	2.53381	2.53381	2.53381	2.53381	2.53381	2.53381	2.53381	2.53381	2.53381	20.3547	0.5	0.5	0	1	1	0.0522171	0.225713	0.0566883	0.22351	0.425509	0.0163622	0.0832621	1.06286	4.59432	1.15387	0.0832621	0.0832621	4.54948	8.66111	0.0832621	0.00409056	0.0522171	0.225713	0.0566883	0.00409056	0.00409056	0.22351	0.425509	0.00409056	1	0.00409056	0.0522171	0.225713	0.0566883	0.00409056	0.00409056	0.22351	0.425509	0.00409056	0.0930891	0.0269259	0.251744	0.0266017	0.0812867	0.372005	0.026078	0.10146	0.0208099	0.041631	0.531432	2.29716	0.576937	0.041631	0.041631	2.27474	4.33055	0.041631	0.041631	0.531432	2.29716	0.576937	0.041631	0.041631	2.27474	4.33055	0.041631	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.2324635	0.2324635	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.2324635	0.2324635	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.2324635	0.2324635	0.0541626	0.0212832	0.217306	0.101284	0.012266	0.0427882	0.00887787	0.0377751	0.0925736	0.190048	0.0245254	0.0380659	0.0586343	0.0470323	0.0366259	0.00181804	0.0141432	0.000790237	0.5511124	0.02135724	0.02135724	0.02135724	0.02135724	0.02135724	0.2324635	0.0213572	0.0213572	0.0213572	0.0213572	0.0213572	0.232463	0.3392496	3	0.117161	0.128939	0.159749	0.0629543	0.0629543	0.0629543	0.110297	0.200913	0.282941	0.0629543	0.0629543	0.685228	0.110297	0.200913	0.282941	0.117161	0.128939	0.159749	0.314772	0.685228
224000	-80.70668	-122.2938	41.58711	1.063384	0.1337464	0.009336509	0.270453	0.1674102	1.06338	1.06338	0	0	1	1	0	0	34.85903	0.287485	0.712515	0.6728266	0.6352	1.57431	3.87323	3.87323	3.87323	3.87323	3.87323	3.87323	3.87323	3.87323	3.87323	1.1135	1.1135	1.1135	1.1135	1.1135	1.1135	1.1135	1.1135	1.1135	2.75973	2.75973	2.75973	2.75973	2.75973	2.75973	2.75973	2.75973	2.75973	1.006536	0.5	0.5	0	1	1	0.349017	0.104944	0.0500558	0.417929	0.0316578	0.0463968	0.16741	0.159063	0.00971089	0.0482499	0.133746	0.270453	0.14305	0.0655161	0.00933651	0.166323	0.15803	0.00964783	0.0479366	0.132878	0.268697	0.142121	0.0650906	0.00927588	2	0.0115992	0.349017	0.104944	0.0500558	0.0115992	0.0115992	0.417929	0.0316578	0.0115992	0.166323	0.15803	0.00964783	0.0479366	0.132878	0.268697	0.142121	0.0650906	0.00927588	0.0837051	0.0795316	0.00485545	0.024125	0.0668732	0.135226	0.0715251	0.0327581	0.00466825	0.0837051	0.0795316	0.00485545	0.024125	0.0668732	0.135226	0.0715251	0.0327581	0.00466825	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.126397	0.126397	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.126397	0.126397	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.126397	0.126397	0.0231921	0.0863799	0.0443266	0.02151	0.126014	0.030011	0.043997	0.0074299	0.0229287	0.02835	0.0226748	0.226944	0.0207886	0.155144	0.0600236	0.0527325	0.0271319	0.000421214	0.3832525	0.02396559	0.02396559	0.02396559	0.02396559	0.02396559	0.126397	0.0239656	0.0239656	0.0239656	0.0239656	0.0239656	0.126397	0.246225	3	0.00873887	0.230526	0.456121	0.0973321	0.0973321	0.0973321	0.17057	0.0103242	0.12372	0.0973321	0.0973321	0.51334	0.17057	0.0103242	0.12372	0.00873887	0.230526	0.456121	0.48666	0.51334
225000	-83.31224	-124.434	41.12172	1.136103	0.1358855	0.1358855	0.1358855	0.1358855	1.1361	1.1361	0	1	1	1	1	0	45.14213	0.472828	0.527172	0.08065059	0.947055	1.0559	5.01579	5.01579	5.01579	5.01579	5.01579	5.01579	5.01579	5.01579	5.01579	2.37161	2.37161	2.37161	2.37161	2.37161	2.37161	2.37161	2.37161	2.37161	2.64419	2.64419	2.64419	2.64419	2.64419	2.64419	2.64419	2.64419	2.64419	1.835414	0.457979	0.542021	0.124894	0.919211	1.08789	0.317511	0.0954058	0.0799015	0.196575	0.0144656	0.296141	0.135885	0.582765	0.175109	0.146652	0.135885	0.135885	0.360796	0.0265503	0.135885	0.0740353	0.317511	0.0954058	0.0799015	0.0740353	0.0740353	0.196575	0.0144656	0.0740353	1	0.0740353	0.317511	0.0954058	0.0799015	0.0740353	0.0740353	0.196575	0.0144656	0.0740353	0.165033	0.11525	0.0969935	0.0515519	0.0236415	0.00496895	0.313057	0.0159628	0.21354	0.0622327	0.266894	0.0801964	0.0671638	0.0622327	0.0622327	0.165237	0.0121595	0.0622327	0.0736527	0.315871	0.0949127	0.0794886	0.0736527	0.0736527	0.195559	0.0143908	0.0736527	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.1349062	0.1349062	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.1349062	0.1349062	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.1349062	0.1349062	0.0879262	0.0809882	0.0160352	0.0761465	0.0638443	0.0636485	0.197857	0.0687646	0.0261285	0.150396	0.0175168	0.0509475	0.00961347	0.0324484	0.0299836	0.00865575	0.0187971	0.000302281	0.3523544	0.03444413	0.03444413	0.03444413	0.03444413	0.03444413	0.1349062	0.0344441	0.0344441	0.0344441	0.0344441	0.0344441	0.134906	0.3071268	3	0.0598294	0.0319544	0.0820053	0.11215	0.11215	0.11215	0.61384	0.196455	0.0159157	0.11215	0.11215	0.439252	0.61384	0.196455	0.0159157	0.0598294	0.0319544	0.0820053	0.560748	0.439252
