Iteration	Posterior	Likelihood	Prior	eta	extinction_eic	extinction_key	extinction_nig	extinction_per	HR[1]	HR[2]	is_all_transition_different	is_focal_death_equal	is_red_male_different	is_there_different_birth_regimes	is_there_different_death_regimes	is_transition_equal	lambda_global	lambda_hidden[1]	lambda_hidden[2]	lambda_hidden_sigma	lambda_hidden_unormalized[1]	lambda_hidden_unormalized[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obs[7]	lambda_obs[8]	lambda_obs[9]	lambda_state_dependent[1]	lambda_state_dependent[2]	lambda_state_dependent[3]	lambda_state_dependent[4]	lambda_state_dependent[5]	lambda_state_dependent[6]	lambda_state_dependent[7]	lambda_state_dependent[8]	lambda_state_dependent[9]	lambda_state_dependent[10]	lambda_state_dependent[11]	lambda_state_dependent[12]	lambda_state_dependent[13]	lambda_state_dependent[14]	lambda_state_dependent[15]	lambda_state_dependent[16]	lambda_state_dependent[17]	lambda_state_dependent[18]	mu_global	mu_hidden[1]	mu_hidden[2]	mu_hidden_sigma	mu_hidden_unormalized[1]	mu_hidden_unormalized[2]	mu_m1_weigths[1]	mu_m1_weigths[2]	mu_m1_weigths[3]	mu_m1_weigths[4]	mu_m1_weigths[5]	mu_m1_weigths[6]	mu_obs[1]	mu_obs[2]	mu_obs[3]	mu_obs[4]	mu_obs[5]	mu_obs[6]	mu_obs[7]	mu_obs[8]	mu_obs[9]	mu_obs_prportional[1]	mu_obs_prportional[2]	mu_obs_prportional[3]	mu_obs_prportional[4]	mu_obs_prportional[5]	mu_obs_prportional[6]	mu_obs_prportional[7]	mu_obs_prportional[8]	mu_obs_prportional[9]	mu_prop_model_indicator	mu_proportional_m1[1]	mu_proportional_m1[2]	mu_proportional_m1[3]	mu_proportional_m1[4]	mu_proportional_m1[5]	mu_proportional_m1[6]	mu_proportional_m1[7]	mu_proportional_m1[8]	mu_proportional_m1[9]	mu_proportional_m2[1]	mu_proportional_m2[2]	mu_proportional_m2[3]	mu_proportional_m2[4]	mu_proportional_m2[5]	mu_proportional_m2[6]	mu_proportional_m2[7]	mu_proportional_m2[8]	mu_proportional_m2[9]	mu_state_dependent[1]	mu_state_dependent[2]	mu_state_dependent[3]	mu_state_dependent[4]	mu_state_dependent[5]	mu_state_dependent[6]	mu_state_dependent[7]	mu_state_dependent[8]	mu_state_dependent[9]	mu_state_dependent[10]	mu_state_dependent[11]	mu_state_dependent[12]	mu_state_dependent[13]	mu_state_dependent[14]	mu_state_dependent[15]	mu_state_dependent[16]	mu_state_dependent[17]	mu_state_dependent[18]	r[1][2]	r[1][3]	r[1][4]	r[1][7]	r[2][1]	r[2][3]	r[2][5]	r[2][8]	r[3][1]	r[3][2]	r[3][6]	r[3][9]	r[4][1]	r[4][5]	r[4][6]	r[4][7]	r[5][2]	r[5][4]	r[5][6]	r[5][8]	r[6][3]	r[6][4]	r[6][5]	r[6][9]	r[7][1]	r[7][4]	r[7][8]	r[7][9]	r[8][2]	r[8][5]	r[8][7]	r[8][9]	r[9][3]	r[9][6]	r[9][7]	r[9][8]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	root_state_freq[10]	root_state_freq[11]	root_state_freq[12]	root_state_freq[13]	root_state_freq[14]	root_state_freq[15]	root_state_freq[16]	root_state_freq[17]	root_state_freq[18]	sampling_fraction	substitution_of_black_female	substitution_of_black_male	substitution_of_brown_female	substitution_of_brown_male	substitution_of_red_female	substitution_of_red_male	thau_f[1]	thau_f[2]	thau_f[3]	thau_m[1]	thau_m[2]	thau_m[3]	zeta	zeta_model_indicator	zeta_prop_female_m2[1]	zeta_prop_female_m2[2]	zeta_prop_female_m2[3]	zeta_prop_female_m3[1]	zeta_prop_female_m3[2]	zeta_prop_female_m3[3]	zeta_prop_male_m2[1]	zeta_prop_male_m2[2]	zeta_prop_male_m2[3]	zeta_prop_male_m3[1]	zeta_prop_male_m3[2]	zeta_prop_male_m3[3]	zeta_proportional_m2[1]	zeta_proportional_m2[2]	zeta_proportional_m2[3]	zeta_proportional_m2[4]	zeta_proportional_m2[5]	zeta_proportional_m2[6]	zeta_proportional_m3[1]	zeta_proportional_m3[2]
582000	-81.16651	-123.8958	42.72929	0.7155878	0.008726852	0.008726852	0.008726852	0.008726852	0.715588	0.715588	0	1	1	1	0	0	30.25951	0.497061	0.502939	0.008716038	0.994138	1.0059	3.36217	3.36217	3.36217	3.36217	3.36217	3.36217	3.36217	3.36217	3.36217	1.6712	1.6712	1.6712	1.6712	1.6712	1.6712	1.6712	1.6712	1.6712	1.69097	1.69097	1.69097	1.69097	1.69097	1.69097	1.69097	1.69097	1.69097	6.338776	0.5	0.5	0	1	1	0.506897	0.220871	0.0785257	0.130729	0.0574707	0.00550696	0.00872685	3.21311	1.40005	0.497757	0.00872685	0.00872685	0.828661	0.364294	0.00872685	0.00137674	0.506897	0.220871	0.0785257	0.00137674	0.00137674	0.130729	0.0574707	0.00137674	1	0.00137674	0.506897	0.220871	0.0785257	0.00137674	0.00137674	0.130729	0.0574707	0.00137674	0.0235881	0.0747472	0.0682765	0.106849	0.164119	0.178709	0.0198905	0.152938	0.210883	0.00436343	1.60655	0.700026	0.248878	0.00436343	0.00436343	0.41433	0.182147	0.00436343	0.00436343	1.60655	0.700026	0.248878	0.00436343	0.00436343	0.41433	0.182147	0.00436343	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.1169548	0.1169548	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.1169548	0.1169548	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.1169548	0.1169548	0.0154449	0.0252145	0.00566142	0.0796656	0.0409311	0.0678371	0.0927039	0.0364947	0.150971	0.0177763	0.185398	0.0289214	0.0349324	0.0349146	0.0158472	0.0916521	0.0681356	0.00749793	0.5045383	0.03111267	0.03111267	0.03111267	0.03111267	0.03111267	0.1169548	0.0311127	0.0311127	0.0311127	0.0311127	0.0311127	0.116955	0.2725182	3	0.0620294	0.0861412	0.129043	0.114167	0.114167	0.114167	0.653161	0.0137707	0.0558545	0.114167	0.114167	0.429163	0.653161	0.0137707	0.0558545	0.0620294	0.0861412	0.129043	0.570837	0.429163
583000	-82.62565	-122.9458	40.32013	0.2985847	0.07589937	0.07589937	0.07589937	0.07589937	0.298585	0.298585	0	1	0	1	0	1	35.57872	0.316175	0.683825	0.5718426	0.679973	1.47065	3.95319	3.95319	3.95319	3.95319	3.95319	3.95319	3.95319	3.95319	3.95319	1.2499	1.2499	1.2499	1.2499	1.2499	1.2499	1.2499	1.2499	1.2499	2.70329	2.70329	2.70329	2.70329	2.70329	2.70329	2.70329	2.70329	2.70329	7.510677	0.5	0.5	0	1	1	0.0454822	0.0624536	0.321441	0.117102	0.413099	0.0404221	0.0758994	0.341602	0.469069	2.41424	0.0758994	0.0758994	0.879517	3.10265	0.0758994	0.0101055	0.0454822	0.0624536	0.321441	0.0101055	0.0101055	0.117102	0.413099	0.0101055	1	0.0101055	0.0454822	0.0624536	0.321441	0.0101055	0.0101055	0.117102	0.413099	0.0101055	0.312162	0.106236	0.0154624	0.0914153	0.130308	0.0198719	0.296344	0.00621298	0.0219889	0.0379497	0.170801	0.234534	1.20712	0.0379497	0.0379497	0.439759	1.55132	0.0379497	0.0379497	0.170801	0.234534	1.20712	0.0379497	0.0379497	0.439759	1.55132	0.0379497	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.143357	0.181474	0.00118064	0.00800775	0.0924281	0.0109998	0.0952931	0.0966874	0.00227912	0.0689672	0.0349423	0.0935977	0.0136298	0.063154	0.0352494	0.0099155	0.00779663	0.0410402	0.3993562	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.06572611	0.0657261	0.0657261	0.0657261	0.0657261	0.0657261	0.0657261	0.3943567	1	0.449854	0.0962456	0.280869	0.149567	0.149567	0.149567	0.00437098	0.11404	0.0546208	0.149567	0.149567	0.252164	0.00437098	0.11404	0.0546208	0.449854	0.0962456	0.280869	0.747836	0.252164
584000	-83.81738	-125.4503	41.63295	0.5989648	0.4416947	0.1470982	0.01131735	0.1356434	0.598965	0.598965	0	0	1	0	1	0	45.06028	0.5	0.5	0	1	1	5.0067	5.0067	5.0067	5.0067	5.0067	5.0067	5.0067	5.0067	5.0067	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.50335	2.14881	0.262328	0.737672	0.7664345	0.596335	1.67691	0.127515	0.224815	0.333189	0.0142008	0.209343	0.0909367	0.135643	0.312226	0.121227	0.189858	0.441695	0.0113174	0.374271	0.415474	0.147098	0.0631249	0.145302	0.0564161	0.0883547	0.205553	0.0052668	0.174176	0.193351	0.0684556	2	0.0227342	0.127515	0.224815	0.333189	0.0227342	0.0227342	0.0142008	0.209343	0.0227342	0.0631249	0.145302	0.0564161	0.0883547	0.205553	0.0052668	0.174176	0.193351	0.0684556	0.035583	0.0819057	0.0318013	0.0498049	0.115869	0.00296886	0.0981817	0.108991	0.0385879	0.10006	0.230321	0.0894261	0.140053	0.325826	0.0083485	0.276089	0.306484	0.10851	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.1183522	0.1183522	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.1183522	0.1183522	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.1183522	0.1183522	0.208303	0.0281376	0.00188051	0.0146246	0.0796714	0.188146	0.0225849	0.0851258	0.0425961	0.0434214	0.0148047	0.0834309	0.0609937	0.0457069	0.0115915	0.00971031	0.00914106	0.0501301	0.4427054	0.008072007	0.008072007	0.008072007	0.008072007	0.008072007	0.1183522	0.00807201	0.00807201	0.00807201	0.00807201	0.00807201	0.118352	0.1587122	3	0.128356	0.101786	0.166078	0.0508594	0.0508594	0.0508594	0.154227	0.135328	0.314226	0.0508594	0.0508594	0.745703	0.154227	0.135328	0.314226	0.128356	0.101786	0.166078	0.254297	0.745703
585000	-81.66039	-125.3724	43.71203	0.03447641	0.003588424	0.01053412	0.006015034	0.1021665	0.0344764	0.0344764	0	0	1	1	0	0	22.74806	0.335754	0.664246	0.5057717	0.710961	1.40655	2.52756	2.52756	2.52756	2.52756	2.52756	2.52756	2.52756	2.52756	2.52756	0.848638	0.848638	0.848638	0.848638	0.848638	0.848638	0.848638	0.848638	0.848638	1.67892	1.67892	1.67892	1.67892	1.67892	1.67892	1.67892	1.67892	1.67892	0.3406105	0.5	0.5	0	1	1	0.0667651	0.03614	0.277538	0.0267529	0.254127	0.338676	0.102167	0.0639849	0.0193291	0.0232204	0.00358842	0.00601503	0.0271013	0.0846707	0.0105341	0.299951	0.187853	0.0567485	0.0681728	0.0105353	0.0176596	0.0795668	0.248585	0.0309272	2	0.0846691	0.0667651	0.03614	0.277538	0.0846691	0.0846691	0.0267529	0.254127	0.0846691	0.299951	0.187853	0.0567485	0.0681728	0.0105353	0.0176596	0.0795668	0.248585	0.0309272	0.0510833	0.0319924	0.00966457	0.0116102	0.00179421	0.00300752	0.0135506	0.0423354	0.00526706	0.0510833	0.0319924	0.00966457	0.0116102	0.00179421	0.00300752	0.0135506	0.0423354	0.00526706	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.165026	0.165026	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.165026	0.165026	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.165026	0.165026	0.0780362	0.078676	0.00217608	0.0303125	0.00633814	0.0374303	0.0155096	0.0272633	0.0107879	0.050374	0.0444897	0.117955	0.0311665	0.33058	0.0436248	0.0603245	0.00153905	0.0334157	0.4837821	0.02556131	0.02556131	0.02556131	0.02556131	0.02556131	0.165026	0.0255613	0.0255613	0.0255613	0.0255613	0.0255613	0.165026	0.2928325	3	0.480523	0.071065	0.121892	0.0872899	0.0872899	0.0872899	0.0988517	0.0824116	0.145257	0.0872899	0.0872899	0.563551	0.0988517	0.0824116	0.145257	0.480523	0.071065	0.121892	0.436449	0.563551
586000	-86.59766	-126.0515	39.45388	1.204505	0.2043808	0.2043808	0.2043808	0.2043808	1.20451	1.20451	0	1	1	1	0	0	23.16819	0.157733	0.842267	1.24182	0.43275	2.3108	2.57424	2.57424	2.57424	2.57424	2.57424	2.57424	2.57424	2.57424	2.57424	0.406044	0.406044	0.406044	0.406044	0.406044	0.406044	0.406044	0.406044	0.406044	2.1682	2.1682	2.1682	2.1682	2.1682	2.1682	2.1682	2.1682	2.1682	22.36056	0.5	0.5	0	1	1	0.289582	0.411292	0.00200612	0.066909	0.19365	0.0365609	0.204381	6.47521	9.19672	0.0448579	0.204381	0.204381	1.49612	4.33012	0.204381	0.00914024	0.289582	0.411292	0.00200612	0.00914024	0.00914024	0.066909	0.19365	0.00914024	1	0.00914024	0.289582	0.411292	0.00200612	0.00914024	0.00914024	0.066909	0.19365	0.00914024	0.129888	0.0749774	0.192728	0.101295	0.108884	0.187703	0.167644	0.0169429	0.0199371	0.10219	3.23761	4.59836	0.0224289	0.10219	0.10219	0.748061	2.16506	0.10219	0.10219	3.23761	4.59836	0.0224289	0.10219	0.10219	0.748061	2.16506	0.10219	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.2158782	0.2158782	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.2158782	0.2158782	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.2158782	0.2158782	0.0486039	0.0332436	0.00380343	0.0248302	0.0347376	0.013835	0.0202412	0.108065	0.0101718	0.0581282	0.0709636	0.115209	0.0234542	0.0135452	0.0247086	0.0905262	0.265749	0.0401845	0.428471	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.2158782	0.00721205	0.00721205	0.00721205	0.00721205	0.00721205	0.215878	0.2519384	3	0.0397176	0.142738	0.435368	0.0286262	0.0286262	0.0286262	0.287004	0.0117821	0.0833898	0.0286262	0.0286262	0.856869	0.287004	0.0117821	0.0833898	0.0397176	0.142738	0.435368	0.143131	0.856869
587000	-84.31551	-122.7962	38.48068	0.4660295	0.0005386109	0.04186285	0.008960866	0.008595599	0.46603	0.46603	0	0	1	1	0	0	32.11784	0.0308404	0.96916	2.555713	0.178387	5.6058	3.56865	3.56865	3.56865	3.56865	3.56865	3.56865	3.56865	3.56865	3.56865	0.110059	0.110059	0.110059	0.110059	0.110059	0.110059	0.110059	0.110059	0.110059	3.45859	3.45859	3.45859	3.45859	3.45859	3.45859	3.45859	3.45859	3.45859	0.109053	0.5	0.5	0	1	1	0.0284751	0.0956797	0.145149	0.109457	0.0792583	0.541981	0.0085956	0.0155683	0.00269062	0.017857	0.000538611	0.00896087	0.0129007	7.84788e-05	0.0418628	0.0788203	0.142759	0.0246726	0.163746	0.00493898	0.0821698	0.118298	0.000719639	0.383876	2	0.135495	0.0284751	0.0956797	0.145149	0.135495	0.135495	0.109457	0.0792583	0.135495	0.0788203	0.142759	0.0246726	0.163746	0.00493898	0.0821698	0.118298	0.000719639	0.383876	0.0042978	0.00778414	0.00134531	0.0089285	0.000269305	0.00448043	0.00645037	3.92394e-05	0.0209314	0.0042978	0.00778414	0.00134531	0.0089285	0.000269305	0.00448043	0.00645037	3.92394e-05	0.0209314	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.1282057	0.1282057	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.1282057	0.1282057	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.1282057	0.1282057	0.00839134	0.00982637	0.0237819	0.0187635	0.0316415	0.00227235	0.0136718	0.00824969	0.0418672	0.138748	0.0772498	0.185152	0.21376	0.0382399	0.0574772	0.0607197	0.025144	0.0450437	0.3798187	0.04084835	0.04084835	0.04084835	0.04084835	0.04084835	0.1282057	0.0408483	0.0408483	0.0408483	0.0408483	0.0408483	0.128206	0.3324475	3	0.265329	0.11409	0.0830329	0.122872	0.122872	0.122872	0.166768	0.353561	0.0172193	0.122872	0.122872	0.385642	0.166768	0.353561	0.0172193	0.265329	0.11409	0.0830329	0.614358	0.385642
588000	-82.17499	-122.9675	40.79256	0.2177862	0.02758549	0.02758549	0.02758549	0.02758549	0.217786	0.217786	0	1	1	1	0	0	36.83085	0.276567	0.723433	0.7128012	0.618303	1.61733	4.09232	4.09232	4.09232	4.09232	4.09232	4.09232	4.09232	4.09232	4.09232	1.1318	1.1318	1.1318	1.1318	1.1318	1.1318	1.1318	1.1318	1.1318	2.96052	2.96052	2.96052	2.96052	2.96052	2.96052	2.96052	2.96052	2.96052	5.02871	0.5	0.5	0	1	1	0.174356	0.0505187	0.0740118	0.291872	0.387299	0.0219424	0.0275855	0.876788	0.254044	0.372184	0.0275855	0.0275855	1.46774	1.94761	0.0275855	0.0054856	0.174356	0.0505187	0.0740118	0.0054856	0.0054856	0.291872	0.387299	0.0054856	1	0.0054856	0.174356	0.0505187	0.0740118	0.0054856	0.0054856	0.291872	0.387299	0.0054856	0.0386053	0.0883454	0.272149	0.007081	0.015623	0.0507508	0.10151	0.212834	0.213102	0.0137927	0.438394	0.127022	0.186092	0.0137927	0.0137927	0.733869	0.973807	0.0137927	0.0137927	0.438394	0.127022	0.186092	0.0137927	0.0137927	0.733869	0.973807	0.0137927	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.1515936	0.1515936	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.1515936	0.1515936	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.1515936	0.1515936	0.218943	0.038349	0.048486	0.103016	0.0192223	0.00183055	0.0727966	0.0719402	0.0860055	0.00135634	0.0532077	0.129083	0.0227928	0.0661588	0.0246767	0.0197662	0.0164175	0.00595127	0.4795597	0.03838025	0.03838025	0.03838025	0.03838025	0.03838025	0.1515936	0.0383802	0.0383802	0.0383802	0.0383802	0.0383802	0.151594	0.3434949	3	0.0665882	0.0242097	0.0789381	0.111735	0.111735	0.111735	0.109405	0.268142	0.452717	0.111735	0.111735	0.441327	0.109405	0.268142	0.452717	0.0665882	0.0242097	0.0789381	0.558673	0.441327
589000	-81.66091	-122.8382	41.17729	1.032103	0.003962353	0.003962353	0.003962353	0.003962353	1.0321	1.0321	1	1	0	0	0	0	40.89792	0.5	0.5	0	1	1	4.54421	4.54421	4.54421	4.54421	4.54421	4.54421	4.54421	4.54421	4.54421	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	2.27211	8.126238	0.5	0.5	0	1	1	0.145335	0.0183703	0.369006	0.14999	0.315348	0.0019504	0.00396235	1.18102	0.149282	2.99863	0.00396235	0.00396235	1.21886	2.5626	0.00396235	0.0004876	0.145335	0.0183703	0.369006	0.0004876	0.0004876	0.14999	0.315348	0.0004876	1	0.0004876	0.145335	0.0183703	0.369006	0.0004876	0.0004876	0.14999	0.315348	0.0004876	0.0876834	0.239278	0.0849658	0.122057	0.0681504	0.0886672	0.00161147	0.0428333	0.264754	0.00198118	0.590512	0.0746409	1.49931	0.00198118	0.00198118	0.609429	1.2813	0.00198118	0.00198118	0.590512	0.0746409	1.49931	0.00198118	0.00198118	0.609429	1.2813	0.00198118	0.08822131	0.08822131	0.01871761	0.01871761	0.05062056	0.05062056	0.01871761	0.01871761	0.01624029	0.01624029	0.01871761	0.01871761	0.009496387	0.08822131	0.08822131	0.009496387	0.009496387	0.05062056	0.05062056	0.009496387	0.009496387	0.01624029	0.01624029	0.009496387	0.03679083	0.03679083	0.08822131	0.08822131	0.03679083	0.03679083	0.05062056	0.05062056	0.03679083	0.03679083	0.01624029	0.01624029	0.0219596	0.0260006	0.0775955	0.179167	0.141945	0.00667923	0.024385	0.0259281	0.0346063	0.00494895	0.108666	0.0504533	0.0792306	0.0101199	0.0578775	0.116822	0.0201198	0.0134957	0.3680503	0.009496387	0.05062056	0.01871761	0.08822131	0.03679083	0.01624029	0.0187176	0.00949639	0.0367908	0.0882213	0.0506206	0.0162403	0.220087	2	0.0850464	0.0431483	0.167165	0.0173814	0.0173814	0.0173814	0.400847	0.230003	0.0737903	0.0173814	0.0173814	0.913093	0.400847	0.230003	0.0737903	0.0850464	0.0431483	0.167165	0.086907	0.913093
590000	-81.39279	-122.5046	41.11185	0.3235899	0.4981968	0.5148618	0.3775314	0.1492593	0.32359	0.32359	0	0	1	1	0	0	20.21649	0.0344022	0.965598	2.471964	0.188753	5.29792	2.24628	2.24628	2.24628	2.24628	2.24628	2.24628	2.24628	2.24628	2.24628	0.0772768	0.0772768	0.0772768	0.0772768	0.0772768	0.0772768	0.0772768	0.0772768	0.0772768	2.169	2.169	2.169	2.169	2.169	2.169	2.169	2.169	2.169	5.729387	0.5	0.5	0	1	1	0.00199756	0.10205	0.184205	0.341523	0.244039	0.126185	0.149259	0.23457	1.0339	1.55744	0.498197	0.377531	0.651194	0.71243	0.514862	0.0260515	0.0409416	0.180456	0.271834	0.0869546	0.0658939	0.113659	0.124347	0.0898633	2	0.0315463	0.00199756	0.10205	0.184205	0.0315463	0.0315463	0.341523	0.244039	0.0315463	0.0260515	0.0409416	0.180456	0.271834	0.0869546	0.0658939	0.113659	0.124347	0.0898633	0.0746296	0.117285	0.516952	0.77872	0.249098	0.188766	0.325597	0.356215	0.257431	0.0746296	0.117285	0.516952	0.77872	0.249098	0.188766	0.325597	0.356215	0.257431	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.1126568	0.1126568	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.1126568	0.1126568	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.1126568	0.1126568	0.0611332	0.0661297	0.0739599	0.0115613	0.139084	0.0039287	0.0231609	0.0182387	0.078271	0.00291095	0.104249	0.0456931	0.0490944	0.0475345	0.127954	0.000594365	0.0956252	0.0508772	0.6535249	0.009597007	0.009597007	0.009597007	0.009597007	0.009597007	0.1126568	0.00959701	0.00959701	0.00959701	0.00959701	0.00959701	0.112657	0.1606418	3	0.0223016	0.0452387	0.523162	0.0597416	0.0597416	0.0597416	0.0949467	0.0459533	0.268397	0.0597416	0.0597416	0.701292	0.0949467	0.0459533	0.268397	0.0223016	0.0452387	0.523162	0.298708	0.701292
591000	-84.11525	-122.6871	38.57188	0.3367085	0.1451753	0.1451753	0.1451753	0.1451753	0.336708	0.336708	0	1	1	0	1	0	27.0907	0.5	0.5	0	1	1	3.01008	3.01008	3.01008	3.01008	3.01008	3.01008	3.01008	3.01008	3.01008	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	1.50504	16.84311	0.143459	0.856541	1.324594	0.409252	2.44348	0.200483	0.0370572	0.397188	0.152544	0.178251	0.0344771	0.145175	3.37675	0.624159	6.68988	0.145175	0.145175	2.56931	3.00231	0.145175	0.00861927	0.200483	0.0370572	0.397188	0.00861927	0.00861927	0.152544	0.178251	0.00861927	1	0.00861927	0.200483	0.0370572	0.397188	0.00861927	0.00861927	0.152544	0.178251	0.00861927	0.0919651	0.392967	0.0971283	0.00783235	0.0564935	0.0686999	0.0487798	0.0591689	0.176965	0.0208267	0.484427	0.0895414	0.959726	0.0208267	0.0208267	0.368591	0.430709	0.0208267	0.124349	2.89233	0.534618	5.73016	0.124349	0.124349	2.20072	2.5716	0.124349	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.120646	0.120646	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.120646	0.120646	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.120646	0.120646	0.0229217	0.0242956	0.0841478	0.0714147	0.0528868	0.178729	0.0239753	0.0225372	0.162647	0.0495758	0.0153187	0.056311	0.0243461	0.0524679	0.133351	0.000526495	0.0213644	0.0031831	0.6355337	0.06162597	0.06162597	0.06162597	0.06162597	0.06162597	0.120646	0.061626	0.061626	0.061626	0.061626	0.061626	0.120646	0.4287758	3	0.183557	0.031559	0.205329	0.143725	0.143725	0.143725	0.423647	0.0747517	0.0811566	0.143725	0.143725	0.281373	0.423647	0.0747517	0.0811566	0.183557	0.031559	0.205329	0.718627	0.281373
